legislation_id,title,document_type,proposed_domain,proposed_subdomain,classification_confidence,classification_reasons,scope_status,pdf_match_status,local_pdf,text_layer_status,ocr_required,official_gazette_date,official_gazette_number,source_url,human_domain,human_subdomain,validity_status,approved_for_active_rag,reviewed_by,review_notes
45392,ÖTV'SİZ YAKIT UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,unknown,unknown,0.0,Başlıkta güvenilir bir alan göstergesi bulunamadı.,review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/45392_ÖTV'SİZ YAKIT UYGULAMA TALİMATI.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45392,,,needs_verification,false,,
45396,"ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI BİLGİ GÜVENLİĞİ POLİTİKALARI YÖNERGESİ",Yönerge,maritime,maritime,0.98,maritime: 'denizcilik' (+8) | maritime: 'denizci' (+7),out_of_scope,matched,"Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Yönerge/45396_ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI BİLGİ GÜVENLİĞİ POLİTİK.pdf",ocr_required,True,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45396,,,needs_verification,false,,
45401,"ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI HİZMET İÇİ EĞİTİM YÖNETMELİĞİ",Kurum Yönetmeliği,maritime,maritime,0.98,maritime: 'denizcilik' (+8) | maritime: 'denizci' (+7),out_of_scope,matched,"Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Yönetmeliği/45401_ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI HİZMET İÇİ EĞİTİM YÖNET.pdf",available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45401,,,needs_verification,false,,
45403,"ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI İZİN YÖNERGESİ",Yönerge,maritime,maritime,0.98,maritime: 'denizcilik' (+8) | maritime: 'denizci' (+7),out_of_scope,matched,"Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Yönerge/45403_ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI İZİN YÖNERGESİ.pdf",ocr_required,True,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45403,,,needs_verification,false,,
45408,2013/KDGM-10/MYB SAYILI GENELGE,Kurum Genelgesi,unknown,unknown,0.0,Başlıkta güvenilir bir alan göstergesi bulunamadı.,review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/45408_2013KDGM-10MYB SAYILI GENELGE.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45408,,,needs_verification,false,,
45419,BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞININ 2011/41 SAYILI GENELGESİ,Kurum Genelgesi,maritime,maritime,0.98,maritime: 'denizcilik' (+8) | maritime: 'denizci' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/45419_BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞININ 201141 SAYILI GENELGESİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45419,,,needs_verification,false,,
45422,BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞININ 2011/42 SAYILI GENELGESİ,Kurum Genelgesi,maritime,maritime,0.98,maritime: 'denizcilik' (+8) | maritime: 'denizci' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/45422_BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞININ 201142 SAYILI GENELGESİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45422,,,needs_verification,false,,
45425,BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞI'NIN 2010/09 SAYILI GENELGESİ,Kurum Genelgesi,maritime,maritime,0.98,maritime: 'denizcilik' (+8) | maritime: 'denizci' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/45425_BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞI'NIN 201009 SAYILI GENELGESİ.pdf,ocr_required,True,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45425,,,needs_verification,false,,
45429,BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞI'NIN 2009/06 SAYILI GENELGESİ,Kurum Genelgesi,maritime,maritime,0.98,maritime: 'denizcilik' (+8) | maritime: 'denizci' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/45429_BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞI'NIN 200906 SAYILI GENELGESİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45429,,,needs_verification,false,,
45432,T.C. BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞI'NIN 2011/46 SAYILI GENELGESİ,Kurum Genelgesi,maritime,maritime,0.98,maritime: 'denizcilik' (+8) | maritime: 'denizci' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/45432_T.C. BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞI'NIN 201146 SAYILI GENELGESİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45432,,,needs_verification,false,,
45434,BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞI'NIN 2011/47 SAYILI GENELGESİ,Kurum Genelgesi,maritime,maritime,0.98,maritime: 'denizcilik' (+8) | maritime: 'denizci' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/45434_BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞI'NIN 201147 SAYILI GENELGESİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45434,,,needs_verification,false,,
45436,BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞININ 2011/48 SAYILI GENELGESİ,Kurum Genelgesi,maritime,maritime,0.98,maritime: 'denizcilik' (+8) | maritime: 'denizci' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/45436_BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞININ 201148 SAYILI GENELGESİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45436,,,needs_verification,false,,
45438,DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2013/9 SAYILI UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/45438_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 20139 SAYILI UYGULAMA.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45438,,,needs_verification,false,,
45441,DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2013/10 SAYILI VE COSPAS-SARSAT EPIRB CİHAZLARI İLE İLGİLİ HİZMET VE DÜZENLEMELER KONULU UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/45441_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 201310 SAYILI VE COSPA.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45441,,,needs_verification,false,,
45443,DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2013/11 SAYILI VE ARAMA VE KURTARMA HİZMETLERİNDE GECİKMELERİN ÖNLENMESİ KONULU UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/45443_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 201311 SAYILI VE ARAMA.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45443,,,needs_verification,false,,
45448,DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2013/16 SAYILI UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/45448_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 201316 SAYILI UYGULAMA.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45448,,,needs_verification,false,,
45449,DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2013/17 SAYILI VE GMDSS MASTER PLAN VE GLOBAL SAR PLAN GÜNCELLEMELERİ UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12) | maritime: 'gmdss' (+8),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/45449_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 201317 SAYILI VE GMDSS.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45449,,,needs_verification,false,,
45457,KARA ULAŞTIRMASI GENEL MÜDÜRLÜĞÜNÜN 2009/KUGM-23/YOLCU SAYILI GENELGESİ,Kurum Genelgesi,road_transport,general,0.95,road_transport: 'kara ulaştırması genel müdürlüğü' (+9),review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/45457_KARA ULAŞTIRMASI GENEL MÜDÜRLÜĞÜNÜN 2009KUGM-23YOLCU SAYILI GENELGESİ.pdf,ocr_required,True,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45457,,,needs_verification,false,,
45462,DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2013/61 SAYILI VE AKILLI TELEFONLAR VE DİĞER BİLGİSAYAR CİHAZLARI ARAMA KURTARMA UYGULAMALARI KONULU UYGULAMA TALİMAI,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/45462_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 201361 SAYILI VE AKILL.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45462,,,needs_verification,false,,
45463,DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2013/62 SAYILI VE CANKURTARMA İŞARETLERİ VE TEHLİKEDEKİ ŞAHISLARA YARDIM USULLERİ KONULU UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/45463_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 201362 SAYILI VE CANKU.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45463,,,needs_verification,false,,
45464,KARA ULAŞTIRMASI GENEL MÜDÜRLÜĞÜNÜN 2009/KUGM-24/YOLCU SAYILI GENELGESİ,Kurum Genelgesi,road_transport,general,0.95,road_transport: 'kara ulaştırması genel müdürlüğü' (+9),review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/45464_KARA ULAŞTIRMASI GENEL MÜDÜRLÜĞÜNÜN 2009KUGM-24YOLCU SAYILI GENELGESİ.pdf,ocr_required,True,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45464,,,needs_verification,false,,
45467,DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2013/62 SAYILI CANKURTARMA İŞARETLERİ VE TEHLİKEDEKİ ŞAHISLARA YARDIM USULLERİ KONULU UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/45467_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 201362 SAYILI CANKURTA.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45467,,,needs_verification,false,,
45469,"DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2013/210 SAYILI VE DENİZDE YAKIT, YAĞ VE SU İKMAL OPERASYONLARI KONULU UYGULAMA TALİMATI",Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/45469_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2013210 SAYILI VE DENİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45469,,,needs_verification,false,,
45471,KARAYOLU DÜZENLEME GENEL MÜDÜRLÜĞÜNÜN 2012/KGM-05 SAYILI GENELGE,Kurum Genelgesi,road_transport,general,0.95,road_transport: 'karayolu düzenleme genel müdürlüğü' (+9),review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/45471_KARAYOLU DÜZENLEME GENEL MÜDÜRLÜĞÜNÜN 2012KGM-05 SAYILI GENELGE.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45471,,,needs_verification,false,,
45472,DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2013/210 SAYILI EK TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/45472_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2013210 SAYILI EK TALİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45472,,,needs_verification,false,,
45474,DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2013/231 SAYILI VE GEMİDE YAĞLI ATIK KİRLİLİĞİNİ ÖNLEME PLANI HK. KONULU UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12) | maritime: 'gemi' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/45474_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2013231 SAYILI VE GEMİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45474,,,needs_verification,false,,
45476,KARAYOLU DÜZENLEME GENEL MÜDÜRLÜĞÜNÜN 2014/KDGM-07 SAYILI GENELGESİ,Kurum Genelgesi,road_transport,general,0.95,road_transport: 'karayolu düzenleme genel müdürlüğü' (+9),review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/45476_KARAYOLU DÜZENLEME GENEL MÜDÜRLÜĞÜNÜN 2014KDGM-07 SAYILI GENELGESİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45476,,,needs_verification,false,,
45478,DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2013/232 SAYILI VE YAĞ KAYIT DEFTERİNE OPERASYONLARIN KAYIT EDİLMESİ KONULU UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/45478_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2013232 SAYILI VE YAĞ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45478,,,needs_verification,false,,
45480,KARAYOLU DÜZENLEME GENEL MÜDÜRLÜĞÜNÜN 2015/KDGM- 02/SAYILI GENELGESİ,Kurum Genelgesi,road_transport,general,0.95,road_transport: 'karayolu düzenleme genel müdürlüğü' (+9),review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/45480_KARAYOLU DÜZENLEME GENEL MÜDÜRLÜĞÜNÜN 2015KDGM- 02SAYILI GENELGESİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45480,,,needs_verification,false,,
45481,KARA ULAŞTIRMASI GENEL MÜDÜRLÜĞÜNÜN 2010/KUGM-19/YOLCU SAYILI GENELGESİ,Kurum Genelgesi,road_transport,general,0.95,road_transport: 'kara ulaştırması genel müdürlüğü' (+9),review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/45481_KARA ULAŞTIRMASI GENEL MÜDÜRLÜĞÜNÜN 2010KUGM-19YOLCU SAYILI GENELGESİ.pdf,ocr_required,True,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45481,,,needs_verification,false,,
45483,DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2013/59 SAYILI VE GEMİLERDE BOZULMUŞ YÜKLERİN YÖNETİMİ KONULU UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12) | maritime: 'gemi' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/45483_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 201359 SAYILI VE GEMİL.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45483,,,needs_verification,false,,
45486,KARAYOLU DÜZENLEME GENEL MÜDÜRLÜĞÜNÜN 2014/KDGM- 10 SAYILI GENELGESİ,Kurum Genelgesi,road_transport,general,0.95,road_transport: 'karayolu düzenleme genel müdürlüğü' (+9),review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/45486_KARAYOLU DÜZENLEME GENEL MÜDÜRLÜĞÜNÜN 2014KDGM- 10 SAYILI GENELGESİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45486,,,needs_verification,false,,
45495,KARAYOLU DÜZENLEME GENEL MÜDÜRLÜĞÜNÜN 2014/KDGM- 02 SAYILI GENELGESİ,Kurum Genelgesi,road_transport,general,0.95,road_transport: 'karayolu düzenleme genel müdürlüğü' (+9),review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/45495_KARAYOLU DÜZENLEME GENEL MÜDÜRLÜĞÜNÜN 2014KDGM- 02 SAYILI GENELGESİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45495,,,needs_verification,false,,
45497,"DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2013/60 SAYILI VE SİNTİNE SUYU ARITMA SİSTEMLERİNİN BAKIMI, İŞLETİLMESİ VE ONARIMI KONULU UYGULAMA TALİMATI",Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/45497_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 201360 SAYILI VE SİNTİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45497,,,needs_verification,false,,
45498,DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2013/65 SAYILI VE YARI KAPALI VE KAPALI DENİZ ALANLARINDA KRUVAZİYER GEMİLERDEN ATIK SULARIN DEŞARJI KONULU UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12) | maritime: 'gemi' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/45498_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 201365 SAYILI VE YARI.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45498,,,needs_verification,false,,
45501,DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2013/68 SAYILI VE MARPOL EK VİN UYGULANMASI İÇİN 2012 IMO REHBERİ KONULU UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12) | maritime: 'marpol' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/45501_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 201368 SAYILI VE MARPO.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45501,,,needs_verification,false,,
45504,DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2014/267 SAYILI VE MARPOL EK VI  KURAL 13 KONULU UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12) | maritime: 'marpol' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/45504_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2014267 SAYILI VE MARP.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45504,,,needs_verification,false,,
45507,DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2014/268 SAYILI VE MARPOL EK VI  KURAL 13 KONULU UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12) | maritime: 'marpol' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/45507_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2014268 SAYILI VE MARP.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45507,,,needs_verification,false,,
45509,KARAYOLU DÜZENLEME GENEL MÜDÜRLÜĞÜNÜN 2012/KDGM- 07 SAYILI GENELGESİ,Kurum Genelgesi,road_transport,general,0.95,road_transport: 'karayolu düzenleme genel müdürlüğü' (+9),review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/45509_KARAYOLU DÜZENLEME GENEL MÜDÜRLÜĞÜNÜN 2012KDGM- 07 SAYILI GENELGESİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45509,,,needs_verification,false,,
45513,DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2014/269 SAYILI VE MARPOL EK VI KURAL 13 HK. KONULU UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12) | maritime: 'marpol' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/45513_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2014269 SAYILI VE MARP.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45513,,,needs_verification,false,,
45529,DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2006/7 SAYILI UYGULAMA TALİMATI,Kurum Genelgesi,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/45529_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 20067 SAYILI UYGULAMA.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45529,,,needs_verification,false,,
45530,DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 31.10.2012 TARİHLİ LİMANLAR YÖNETMELİĞİNİN UYGULANMASI HK. UYGULAMA ESASI,Uygulama / Program Esasları,maritime,maritime,0.98,maritime: 'deniz ve içsular' (+12) | maritime: 'liman' (+6),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Uygulama Program Esasları/45530_DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 31.10.2012 TARİHLİ LİM.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/45530,,,needs_verification,false,,
