legislation_id,title,document_type,proposed_domain,proposed_subdomain,classification_confidence,classification_reasons,scope_status,pdf_match_status,local_pdf,text_layer_status,ocr_required,official_gazette_date,official_gazette_number,source_url,human_domain,human_subdomain,validity_status,approved_for_active_rag,reviewed_by,review_notes
55037,"ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI, DENİZ TİCARETİ GENEL MÜDÜRLÜĞÜ YEŞİL LİMAN/EKO LİMAN PROJESİ UYGULAMA ESASLARI",Uygulama / Program Esasları,maritime,maritime,0.98,maritime: 'deniz ticareti' (+8) | maritime: 'denizcilik' (+8) | maritime: 'denizci' (+7) | maritime: 'liman' (+6),out_of_scope,matched,"Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Uygulama Program Esasları/55037_ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI, DENİZ TİCARETİ GENEL M.pdf",available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55037,,,needs_verification,false,,
55052,DENİZYOLU İLE YAPILACAK DÜZENLİ SEFERLERE DAİR YÖNETMELİĞE İLİŞKİN UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.95,maritime: 'denizyolu' (+9),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55052_DENİZYOLU İLE YAPILACAK DÜZENLİ SEFERLERE DAİR YÖNETMELİĞE İLİŞKİN UY.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55052,,,needs_verification,false,,
55089,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 1994 VE 2000 HSC KODLARINDA İDARENİN TAKDİRİNE BIRAKILAN HUSUSLAR HAKKINDA TALİMAT,Talimat / Talimatname / İç Emir,maritime,maritime,0.9,maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55089_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 1994 VE 2000 HSC KODLA.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55089,,,needs_verification,false,,
55090,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2008 IS CODEDA İDARENİN TAKDİRİNE BIRAKILAN HUSUSLAR HAKKINDA TALİMAT,Talimat / Talimatname / İç Emir,maritime,maritime,0.9,maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55090_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2008 IS CODEDA İDAREN.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55090,,,needs_verification,false,,
55093,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2009 MODU KODU HAKKINDA TALİMAT,Talimat / Talimatname / İç Emir,maritime,maritime,0.9,maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55093_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2009 MODU KODU HAKKIND.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55093,,,needs_verification,false,,
55095,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN ACİL DURUM YANGIN POMPASININ KAPASİTESİ,Talimat / Talimatname / İç Emir,maritime,maritime,0.9,maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55095_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN ACİL DURUM YANGIN POMP.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55095,,,needs_verification,false,,
55098,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN ASBEST İÇEREN MALZEMELER HAKKINDA TALİMAT,Talimat / Talimatname / İç Emir,maritime,maritime,0.9,maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55098_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN ASBEST İÇEREN MALZEMEL.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55098,,,needs_verification,false,,
55099,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN BÜYÜK YANGIN KAPILARININ YANGIN PERFORMANSININ DEĞERLENDİRİLMESİ VE ONAYLANMASI HAKKINDA TALİMAT,Talimat / Talimatname / İç Emir,maritime,maritime,0.9,maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55099_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN BÜYÜK YANGIN KAPILARIN.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55099,,,needs_verification,false,,
55100,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN CAN FİLİKALARININ YÜKTE BIRAKMA DONANIMININ DEĞİŞİM TARİHİ HAKKINDA TALİMAT,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'filika' (+7) | maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55100_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN CAN FİLİKALARININ YÜKT.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55100,,,needs_verification,false,,
55101,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN CAN FİLİKASI VE İNDİRME DONANIMI SERVİS SAĞLAYICILARI HAKKINDA TALİMAT,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'filika' (+7) | maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55101_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN CAN FİLİKASI VE İNDİRM.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55101,,,needs_verification,false,,
55102,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN CAN SALLARI SERBEST YÜZME TERTİBATLARI HAKKINDA TALİMAT,Talimat / Talimatname / İç Emir,maritime,maritime,0.9,maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55102_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN CAN SALLARI SERBEST YÜ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55102,,,needs_verification,false,,
55103,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN COLREGSTE İDARENİN TAKDİRİNE BIRAKILAN HUSUSLAR HAKKINDA TALİMAT,Talimat / Talimatname / İç Emir,maritime,maritime,0.9,maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55103_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN COLREGSTE İDARENİN TA.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55103,,,needs_verification,false,,
55104,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN ÇAPRAZ SU BASMASI DÜZENEĞİ DEĞERLENDİRME YÖNTEMİ HAKKINDA TALİMAT,Talimat / Talimatname / İç Emir,maritime,maritime,0.9,maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55104_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN ÇAPRAZ SU BASMASI DÜZE.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55104,,,needs_verification,false,,
55105,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN ÇOCUK CAN YELEĞİ SEMBOLÜ HAKKINDA TALİMAT,Talimat / Talimatname / İç Emir,maritime,maritime,0.9,maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55105_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN ÇOCUK CAN YELEĞİ SEMBO.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55105,,,needs_verification,false,,
55106,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DİNAMİK KONUMLANDIRMA SİSTEMLERİNE SAHİP GEMİLER HAKKINDA TALİMAT,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'gemi' (+7) | maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55106_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DİNAMİK KONUMLANDIRMA.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55106,,,needs_verification,false,,
55108,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DOĞALGAZ YAKITLI MAKİNE İLE DONATILMIŞ GEMİLER HAKKINDA TALİMAT,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'gemi' (+7) | maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55108_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DOĞALGAZ YAKITLI MAKİN.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55108,,,needs_verification,false,,
55109,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DÖKME HALDE NGHP TAŞIYAN GEMİLERİN İNŞAATI VE EKİPMANLARI İÇİN GEÇİCİ REHBER HAKKINDA TALİMAT,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'gemi' (+7) | maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55109_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DÖKME HALDE NGHP TAŞIY.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55109,,,needs_verification,false,,
55110,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DÖKME YÜK GEMİLERİ İÇİN IACS BİRLEŞTİRİLMİŞ GEREKLİLİKLERİ HAKKINDA TALİMAT,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'gemi' (+7) | maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55110_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DÖKME YÜK GEMİLERİ İÇİ.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55110,,,needs_verification,false,,
55111,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DÖKME YÜK GEMİLERİNDE GEREKLİ STABİLİTE KOŞULLARI HAKKINDA TALİMAT,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'gemi' (+7) | maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55111_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DÖKME YÜK GEMİLERİNDE.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55111,,,needs_verification,false,,
55112,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DÖKME YÜK GEMİLERİNİN AMBAR KAPAKLARI HAKKINDA TALİMAT,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'gemi' (+7) | maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55112_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DÖKME YÜK GEMİLERİNİN.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55112,,,needs_verification,false,,
55113,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DÖKME YÜK GEMİLERİNİN EMNİYETİ HAKKINDA TALİMAT,Talimat / Talimatname / İç Emir,maritime,maritime,0.98,maritime: 'gemi' (+7) | maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55113_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DÖKME YÜK GEMİLERİNİN.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55113,,,needs_verification,false,,
55114,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DUMAN DEDEKTÖRLERİNE EŞDEĞER NİTELİKTEKİ DETEKTÖRLER HAKKINDA TALİMAT,Talimat / Talimatname / İç Emir,maritime,maritime,0.9,maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55114_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DUMAN DEDEKTÖRLERİNE E.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55114,,,needs_verification,false,,
55189,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜ'NÜN 2013/207 SAYILI UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.9,maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55189_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜ'NÜN 2013207 SAYILI UYGULA.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55189,,,needs_verification,false,,
55191,PETROL VE DİĞER ZARARLI MADDELERDEN KAYNAKLANAN KİRLİLİĞE HAZIRLIKLI OLMA VE MÜDAHALE İLE İLGİLİ EĞİTİM SEMİNERLERİNİN VE TATBİKAT PROGRAMLARININ USUL VE ESASLARI- GENELGE 2010/4,Kurum Genelgesi,unknown,unknown,0.0,Başlıkta güvenilir bir alan göstergesi bulunamadı.,review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Kurum Genelgesi/55191_PETROL VE DİĞER ZARARLI MADDELERDEN KAYNAKLANAN KİRLİLİĞE HAZIRLIKLI.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55191,,,needs_verification,false,,
55198,TAM KAPALI CAN KURTARMA ARAÇLARINDA OLUŞAN MOTOR KAYNAKLI GAZLAR,Talimat / Talimatname / İç Emir,unknown,unknown,0.0,Başlıkta güvenilir bir alan göstergesi bulunamadı.,review_required,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55198_TAM KAPALI CAN KURTARMA ARAÇLARINDA OLUŞAN MOTOR KAYNAKLI GAZLAR.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55198,,,needs_verification,false,,
55201,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜ'NÜN TANK BOYALARININ PERFORMANS STANDARTLARI KONULU UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.9,maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55201_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜ'NÜN TANK BOYALARININ PERF.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55201,,,needs_verification,false,,
55203,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜ'NÜN 2013/226 SAYILI UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.9,maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55203_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜ'NÜN 2013226 SAYILI UYGULA.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55203,,,needs_verification,false,,
55205,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜ'NÜN 2013/116 SAYILI UYGULAMA TALİMATI,Talimat / Talimatname / İç Emir,maritime,maritime,0.9,maritime: 'tersane' (+7),out_of_scope,matched,Ulaştırma ve Altyapı Bakanlığı/Ulaştırma ve Altyapı Bakanlığı/Talimat Talimatname İç Emir/55205_TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜ'NÜN 2013116 SAYILI UYGULA.pdf,available,False,0001-01-01T00:00:00,,https://kms.kaysis.gov.tr/Home/Goster/55205,,,needs_verification,false,,
