legislation_id,title,document_type,proposed_domain,proposed_subdomain,classification_confidence,classification_reasons,scope_status,pdf_match_status,local_pdf,text_layer_status,ocr_required,official_gazette_date,official_gazette_number,source_url,human_domain,human_subdomain,review_status,validity_status,approved_for_active_rag,reviewed_by,reviewed_at,review_notes,source_sha256,source_bytes
2201991082,2918 Sayılı Karayolları Trafik Kanunu,kanun,kgm_infrastructure,traffic_safety,1.0,Depodaki çekirdek kaynak envanterinden alındı; insan kapsam ve yürürlük doğrulaması gereklidir.,review_required,matched,veri_kaynaklari/karayolu/uab_pdf/06_uab_mevzuat.pdf,available,False,,,https://www.uab.gov.tr/media/ht0cb5st/karayollari-trafik-kanunu.pdf,,,needs_human_review,needs_verification,false,,,,d4ed00b767b7b8024e16f8d96f6308774d2ec3a740da9cc02e9bce0d339b020a,1188796
1256867999,4925 Sayılı Karayolu Taşıma Kanunu,kanun,road_transport,transport_operations,1.0,Depodaki çekirdek kaynak envanterinden alındı; insan kapsam ve yürürlük doğrulaması gereklidir.,review_required,matched,veri_kaynaklari/karayolu/uab_pdf/07_uab_mevzuat.pdf,available,False,,,https://www.uab.gov.tr/media/gbabqkkn/karayolu-taşima-kanunu.pdf,,,needs_human_review,needs_verification,false,,,,e117603dd4fa383ec8844902b79d90fdd84abb4a766ca613cb30a4e438bfba96,391477
2053470426,Resmî Yazışmalarda Uygulanacak Usul ve Esaslar Hakkında Yönetmelik Kılavuzu,kilavuz,official_writing,formal_correspondence,1.0,Depodaki çekirdek kaynak envanterinden alındı; insan kapsam ve yürürlük doğrulaması gereklidir.,review_required,matched,mevzuat-kılavuz.pdf,ocr_required,True,,,,,,needs_human_review,needs_verification,false,,,,0716b0e39b62fadf8d9ded7b20f6be3660199eea397f417e127b81775ca129e1,7599373
4826957269,Resmî Yazışmalarda Uygulanacak Usul ve Esaslar Hakkında Yönetmelik,yonetmelik,official_writing,formal_correspondence,1.0,Depodaki çekirdek kaynak envanterinden alındı; insan kapsam ve yürürlük doğrulaması gereklidir.,review_required,matched,mevzuat-1.pdf,ocr_required,True,,,,,,needs_human_review,needs_verification,false,,,,aabd2d739037fff061f348c4a1f239afac5e1a58241fe041f15728775d6ccab9,13689739
3663719909,Karayolu Yapımı Amaçlı Kamulaştırmalarda Hazine Taşınmazlarının Trampası Hakkında Yönetmelik,yonetmelik,kgm_infrastructure,expropriation,1.0,Depodaki çekirdek kaynak envanterinden alındı; insan kapsam ve yürürlük doğrulaması gereklidir.,review_required,matched,veri_kaynaklari/karayolu/uab_pdf/01_uab_mevzuat.pdf,available,False,,,https://www.uab.gov.tr/media/iejpzo3a/karayolu-yapimi-amaçli-kamulaştirmalarda-hazine-taşinmazlarinin-trampasi-hakkinda-yoenetmelik.pdf,,,needs_human_review,needs_verification,false,,,,6318e04b71eaf295b66c76fc27c206bdf849c7922f7dec64d22b69a1d7aa7d75,42165
2915464714,Karayolu Altyapısı Güvenlik Yönetimi Hakkında Yönetmelik,yonetmelik,kgm_infrastructure,traffic_safety,1.0,Depodaki çekirdek kaynak envanterinden alındı; insan kapsam ve yürürlük doğrulaması gereklidir.,review_required,matched,veri_kaynaklari/karayolu/uab_pdf/03_uab_mevzuat.pdf,available,False,,,https://www.uab.gov.tr/media/lczj5l4z/karayolu-altyapisi-guevenlik-yoenetimi-hakkinda-yoenetmelik.pdf,,,needs_human_review,needs_verification,false,,,,f24b6a1d16ec4ce279108e4da9b47acffb85d2550242b6c3c65a59c129564347,43901
2265614591,Karayolları Trafik Yönetmeliği,yonetmelik,kgm_infrastructure,traffic_safety,1.0,Depodaki çekirdek kaynak envanterinden alındı; insan kapsam ve yürürlük doğrulaması gereklidir.,review_required,matched,veri_kaynaklari/karayolu/uab_pdf/05_uab_mevzuat.pdf,available,False,,,https://www.uab.gov.tr/media/aqgbh4kp/karayollari-trafik-yoenetmeliği.pdf,,,needs_human_review,needs_verification,false,,,,7addf9f0fbf804335eb8368d7672d74ee48c21f3f2612ce6d73ed76934972d53,1678165
4999151388,Karayolu Taşıma Yönetmeliği,yonetmelik,road_transport,transport_operations,1.0,Depodaki çekirdek kaynak envanterinden alındı; insan kapsam ve yürürlük doğrulaması gereklidir.,review_required,matched,veri_kaynaklari/karayolu/uab_pdf/08_uab_mevzuat.pdf,available,False,,,https://www.uab.gov.tr/media/potlbwur/karayolu-taşima-yoenetmeliği.pdf,,,needs_human_review,needs_verification,false,,,,13b6d0dec53030f70bcc2c78eb2ded5215fa0f9ef185e63feba45a1eb5af9feb,1175538
