mevzuatId,turId,sayi,ad,rgSayi,rgTarih,tur,detail_url,local_archive
203599,15,,GEZİ TEKNELERİ VE KİŞİSEL DENİZ TAŞITLARI YÖNETMELİĞİ STANDARTLAR LİSTESİNE İLİŞKİN TEBLİĞ,32661                                             ,2024-09-13T00:00:00,Tebliğ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,https://kms.kaysis.gov.tr/Home/Goster/203599,
128431,15,,GEZİ TEKNELERİ VE KİŞİSEL DENİZ TAŞITLARI YÖNETMELİĞİNCE ATIFTA BULUNULAN UYUMLAŞTIRILMIŞ STANDARTLAR VEYA UYUMLAŞTIRILMIŞ STANDARDA KARŞILIK GELEN ULUSAL STANDARTLAR LİSTESİNİN YAYIMLANMASINA İLİŞKİN TEBLİĞ,30127                                             ,2017-07-18T00:00:00,Tebliğ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,https://kms.kaysis.gov.tr/Home/Goster/128431,
38000,15,,GEZİ TEKNELERİ YÖNETMELİĞİNİN 14 ÜNCÜ MADDESİNDE YER ALAN KAYIT SİSTEMİNE İLİŞKİN USUL VE ESASLAR İLE YÜKÜMLÜLÜKLERE İLİŞKİN TEBLİĞ (TEBLİĞ NO: 2007/1),26513                                             ,2007-05-05T00:00:00,Tebliğ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,https://kms.kaysis.gov.tr/Home/Goster/38000,
106388,15,,KAMUNET AĞINA BAĞLANMA VE KAMUNET AĞININ DENETİMİNE İLİŞKİN USUL VE ESASLAR HAKKINDA TEBLİĞ,30103                                             ,2017-06-21T00:00:00,Tebliğ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,https://kms.kaysis.gov.tr/Home/Goster/106388,
184374,15,,KARAYOLU YOLCU TAŞIMACILIĞINDA KULLANILAN TERMİNALLERE İLİŞKİN TAVAN ÜCRET TARİFELERİ HAKKINDA TEBLİĞ,31706                                             ,2021-12-31T00:00:00,Tebliğ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,https://kms.kaysis.gov.tr/Home/Goster/184374,
160959,15,,KARAYOLU YOLCU TAŞIMACILIĞINDA KULLANILAN TERMİNALLERE İLİŞKİN TAVAN ÜCRET TARİFELERİ HAKKINDA TEBLİĞ,31127                                             ,2020-05-14T00:00:00,Tebliğ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,https://kms.kaysis.gov.tr/Home/Goster/160959,
41765,15,,KARAYOLU YOLCU TAŞIMACILIĞINDA KULLANILAN TERMİNALLERE İLİŞKİN TAVAN ÜCRET TARİFELERİ HAKKINDA TEBLİĞ (TEBLİĞ NO: 65),28470                                             ,2012-11-17T00:00:00,Tebliğ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,https://kms.kaysis.gov.tr/Home/Goster/41765,
60734,15,,KARAYOLU YOLCU TAŞIMACILIĞINDA KULLANILAN TERMİNALLERE İLİŞKİN TAVAN ÜCRET TARİFELERİ HAKKINDA TEBLİĞ (TEBLİĞ NO: 70),29522                                             ,2015-11-04T00:00:00,Tebliğ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,https://kms.kaysis.gov.tr/Home/Goster/60734,
180097,15,,KARAYOLUYLA YOLCU TAŞIMACILIĞI ALANINDA UYGULANACAK TAVAN ÜCRET TARİFESİ HAKKINDA TEBLİĞ,31541                                             ,2021-07-14T00:00:00,Tebliğ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,https://kms.kaysis.gov.tr/Home/Goster/180097,
104739,15,,KIŞ LASTİĞİ KULLANMA ZORUNLULUĞU İLE İLGİLİ USUL VE ESASLAR HAKKINDA TEBLİĞ,30025                                             ,2017-04-01T00:00:00,Tebliğ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,https://kms.kaysis.gov.tr/Home/Goster/104739,
38923,15,,KIYI TESİSİ YAPIM TALEPLERİNİN DEĞERLENDİRİLMESİNEDAİR TEBLİĞ (TEBLİĞ NO: 2009/2),27170                                             ,2009-03-15T00:00:00,Tebliğ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,https://kms.kaysis.gov.tr/Home/Goster/38923,
168688,15,,KIYI TESİSLERİNDE GEMİLERE VERİLEN HİZMETLERE İLİŞKİN TEBLİĞ,31331                                             ,2020-12-11T00:00:00,Tebliğ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,https://kms.kaysis.gov.tr/Home/Goster/168688,
38155,15,,OTOMATİK TANIMLAMA SİSTEMİ (AIS) KLAS-B CS CİHAZININ GEMİLERE DONATILMASINA VE ÖZELLİKLERİNE DAİR TEBLİĞ,26640                                             ,2007-09-11T00:00:00,Tebliğ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,https://kms.kaysis.gov.tr/Home/Goster/38155,
156086,15,,SAC KALINLIK ÖLÇÜMÜ VE KAMERA İLE SU ALTI SÖRVEYİ YAPACAK FİRMALARIN YETKİLENDİRMELERİNE DAİR TEBLİĞ,30943                                             ,2019-11-09T00:00:00,Tebliğ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,https://kms.kaysis.gov.tr/Home/Goster/156086,
42861,15,,"SİBER OLAYLARA MÜDAHALE EKİPLERİNİN KURULUŞ, GÖREV VE ÇALIŞMALARINA DAİR USUL VE ESASLAR HAKKINDA TEBLİĞ",28818                                             ,2013-11-11T00:00:00,Tebliğ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,https://kms.kaysis.gov.tr/Home/Goster/42861,
190819,15,,TEHLİKELİ MADDE GÜVENLİK DANIŞMANLIĞI HAKKINDA TEBLİĞ (TEBLİĞ NO: TMKTDGM-01)'İN YÜRÜRLÜKTEN KALDIRILMASINA DAİR TEBLİĞ,31913                                             ,2022-08-04T00:00:00,Tebliğ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,https://kms.kaysis.gov.tr/Home/Goster/190819,
57911,15,,"ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI KAZA ARAŞTIRMA VE İNCELEME KURULU TARAFINDAN BİLİRKİŞİ GÖREVLENDİRİLMESİNE İLİŞKİN USUL VE ESASLAR HAKKINDA TEBLİĞ",29432                                             ,2015-08-01T00:00:00,Tebliğ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,https://kms.kaysis.gov.tr/Home/Goster/57911,
167650,15,,ULUSAL ARAMA VE KURTARMA PLÂNINA İLİŞKİN TEBLİĞ (TEBLİĞ NO: 2002/4)'İN YÜRÜRLÜKTEN KALDIRILMASINA DAİR TEBLİĞ,31276                                             ,2020-10-17T00:00:00,Tebliğ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,https://kms.kaysis.gov.tr/Home/Goster/167650,
206754,15,,ULUSAL TAŞIMACILIK FAALİYETLERİNDE KULLANILACAK ELEKTRİKLİ LOKOMOTİFLERİN TİP ONAY VE TESCİL KRİTERLERİNE İLİŞKİN TEBLİĞ,32865                                             ,2025-04-09T00:00:00,Tebliğ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,https://kms.kaysis.gov.tr/Home/Goster/206754,
200272,15,,YURT DIŞINDA BULUNAN VEYA YABANCI BAYRAK ÇEKEN TEKNELERİN TÜRK BAYRAĞINA GEÇİŞİNE İLİŞKİN TEBLİĞ (TEBLİĞ NO: 2017/3)'İN YÜRÜRLÜKTEN KALDIRILMASINA DAİR TEBLİĞ,31417                                             ,2024-01-02T00:00:00,Tebliğ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,https://kms.kaysis.gov.tr/Home/Goster/200272,
45375,19,1998,1992 PETROL KİRLİLİĞİNDEN DOĞAN ZARARIN HUKUKİ SORUMLULUĞU İLE İLGİLİ ULUSLARARASI SÖZLEŞME (CLC 92)SERTİFİKASININ DÜZENLENMESİNE VE DENETİMİNE YÖNELİK USUL VE ESASLARIN BELİRLENMESİNE İLİŞKİN YÖNERGE,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/45375,
45382,19,1997,2001 GEMİ YAKITLARINDAN KAYNAKLANAN PETROL KİRLİLİĞİ ZARARININ HUKUKİ SORUMLULUĞU HAKKINDA ULUSLARARASI SÖZLEŞME (BUNKER 2001) SERTİFİKASININ DÜZENLENMESİNE VE DENETİMİNE YÖNELİK USUL VE ESASLARIN BELİRLENMESİNE İLİŞKİN YÖNERGE,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/45382,
129104,19,45168,BAYRAK DEVLETİ UYGULAMALARI KAPSAMINDAKİ İDARİ İŞLEMLERDE MUTEBER KABUL EDİLEN P&I KULÜPLERİ VE SİGORTA ŞİRKETLERİNE DAİR YÖNERGE,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/129104,
106300,19,71095,DEMİRYOLU TAŞIMALARINDA TEHLİKELİ MADDE FAALİYET BELGESİ DÜZENLENMESİNE İLİŞKİN USUL VE ESASLAR HAKKINDA YÖNERGE,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/106300,
141398,19,45150,DENİZ TİCARETİ GÖZETİM HİZMETLERİ YÖNETMELİĞİ UYGULAMA YÖNERGESİ,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/141398,
106269,19,26544,DENİZYOLUYLA TAŞINACAK DOLU KONTEYNERLERİN BRÜT AĞIRLIKLARININ TESPİTİ VE BİLDİRİMİ HAKKINDA YÖNERGE,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/106269,
45531,19,9999,GEÇİŞ BELGELERİ DAĞITIM ESASLARI YÖNERGESİ,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/45531,
128919,19,7978,GEÇİŞ BELGELERİ DAĞITIM ESASLARI YÖNERGESİ (OCAK 2018/REVİZE),                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/128919,
139993,19,14307,GEMİ ACENTELERİ EĞİTİM YÖNERGESİ,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/139993,
53377,19,16848,GEMİ TRAFİK HİZMETLERİ SİSTEMLERİNİN DENETLENMESİNE İLİŞKİN YÖNERGE,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/53377,
143834,19,12159,GEMİADAMLARI VE KLAVUZ KAPTANLAR EĞİTİM VE SINAV YÖNERGESİ,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/143834,
132312,19,50794,GEMİLERİN GEMİ ADAMLARI İLE DONATILMASINA İLİŞKİN YÖNERGEDE DEĞİŞİKLİK YAPILMASINA DAİR YÖNERGE,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/132312,
45302,19,71258285-010-04/1944,"HABERLEŞME GENEL MÜDÜRLÜĞÜNÜN TEŞKİLAT, GÖREV VE SORUMLULUKLARININ BELİRLENMESİNE İLİŞKİN YÖNERGE",                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/45302,
164745,19,39291,HAVAYOLUYLA TEHLİKELİ MADDE TAŞIMA YETKİ BELGESİ HAKKINDA YÖNERGE,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/164745,
23169,19,6876,KARAYOLU DÜZENLEME GENEL MÜDÜRLÜĞÜ EMRİYLE UBAK İZİN BELGELERİ DAĞITIM ESASLARI YÖNERGESİ,,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/23169,
23424,19,50645,KARAYOLUYLA TEHLİKELİ MADDE TAŞIYAN ARAÇ ŞOFÖRLERİNE YÖNELİK MESLEKİ YETERLİLİK EĞİTİMİ YÖNERGESİ,,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/23424,
106290,19,30296,KIYI TESİSİ TEHLİKELİ MADDE UYGUNLUK BELGESİ DÜZENLENMESİ HAKKINDA YÖNERGE,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/106290,
106258,19,1444,RADYOAKTİF MADDE İÇEREN PAKETLERİN HAVAALANLARINDA GEÇİCİ DEPOLANMASINA DAİR YÖNERGE,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/106258,
53378,19,7381,SERVİS DIŞI BEKLEME İŞLEMLERİNDE TAKİP EDİLECEK USUL VE ESASLARA İLİŞKİN YÖNERGE,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/53378,
46146,19,63089,TEHLİKELİ MADDE FAALİYET BELGESİ DÜZENLENMESİNE İLİŞKİN USUL VE ESASLAR HAKKINDA YÖNERGE,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/46146,
132247,19,58352,TEHLİKELİ MADDE GÜVENLİK DANIŞMANLIĞI KURULUŞLARININ YETKİLENDİRİLMESİ HAKKINDA YÖNERGE,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/132247,
106287,19,98853,TEHLİKELİ MADDE TAŞIYAN ESKİ ARAÇ VE ÜST YAPILARIN MUAYENE VE BELGELENDİRİLMELERİ HAKKINDA YÖNERGE,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/106287,
106266,19,71905,TEHLİKELİ MADDELERİN DEMİRYOLUYLA TAŞINMASI HAKKINDA EĞİTİM YÖNERGESİ,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/106266,
106259,19,71089,TEHLİKELİ MADDELERİN HAVAYOLUYLA TAŞINMASI HAKKINDA EĞİTİM YÖNERGESİ,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/106259,
106267,19,49238,"TEHLİKELİ MAL KOMBİNE TAŞIMACILIK DÜZENLEME GENEL MÜDÜRLÜĞÜ TEŞKİLAT, GÖREV, YETKİ VE SORUMLULUK YÖNERGESİ",                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/106267,
106276,19,36327,TEHLİKELİ YÜKLERLE İLGİLİ GÖZETİM HİZMETİ FAALİYETİNDE BULUNACAK GÖZETİM ŞİRKETLERİNİN YETKİLENDİRİLMESİ HAKKINDA YÖNERGE,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/106276,
45533,19,7978,UBAK İZİN BELGESİ DAĞITIM ESASLARI YÖNERGESİ,                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/45533,
45396,19,22851706-706/608,"ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI BİLGİ GÜVENLİĞİ POLİTİKALARI YÖNERGESİ",                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/45396,
45265,19,31740,"ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI GÜVENLİK SORUŞTURMASI VE ARŞİV ARAŞTIRMASI YÖNERGESİ",                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/45265,
54125,19,11,"ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI HAVACILIK VE UZAY TEKNOLOJİLERİ GENEL MÜDÜRLÜĞÜ TEŞKİLAT, GÖREV YETKİ VE SORUMLULUK YÖNERGESİ",                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/54125,
45403,19,31555,"ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI İZİN YÖNERGESİ",                                                  ,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/45403,
22979,19,39197,YOLA ELVERİŞLİLİK MUAYENESİ VE MUAYENE SONUCU BELİRLENEN EKSİKLİKLERE İLİŞKİN KUSUR GRUPLARI YÖNERGESİ,,0001-01-01T00:00:00,Yönerge                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,https://kms.kaysis.gov.tr/Home/Goster/22979,
46319,14,4282,"""İLK SÖRVEY"" TERİMİNİN UYGULANMASI KONULU UYGULAMA TALİMATI 2013/39",                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/46319,
46321,14,8477,"""PERİYODİK SÜRVEY"" TERİMİNİN ANLAMI HAKKINDA UYGULAMA TALİMATI 2013/189",                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/46321,
46323,14,7958,BAYRAK DEVLETİ DENETİMİ UZMANLARI ETİK KURALLARI KONULU UYGULAMA TALİMATI 2013/102,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/46323,
46325,14,4263,BAYRAK DEVLETİ İSTEĞİ ÜZERİNE GEMİYİ ALIKOYMA KONULU UYGULAMA TALİMATI 2013/20,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/46325,
46327,14,4274,BELGE ASILLARININ GEMİDE BULUNMAMASI KONULU UYGULAMA TALİMATI 2013/31,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/46327,
46330,14,4271,CAN FİLİKALARDA OLUŞAN KAZALAR KONULU UYGULAMA TALİMATI 2013/28,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/46330,
46335,14,7679,CAN KURTARMA FİLİKA TALİMLERİ KONULU UYGULAMA TALİMATI 2013/85,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/46335,
46134,14,11452,ÇANAKKALE VE GELİBOLU LİMAN BAŞKANLIKLARI YEREL DENİZ TRAFİĞİ REHBERİ,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/46134,
141328,14,80450,ÇIPLAK GEMİ KİRA SÖZLEŞMESİ (BAREBOAT CHARTER CONTRACT) KAPSAMINDA GEÇİCİ OLARAK TÜRK BAYRAĞINDAN ÇIKAN VEYA TÜRK BAYRAĞI ÇEKEN GEMİLERE İLİŞKİN UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/141328,
