mevzuatId,turId,sayi,ad,rgSayi,rgTarih,tur,detail_url,local_archive
39009,20,,SEYİR YARDIMCILARI YÖNETMELİĞİ,27238                                             ,2009-05-25T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/39009,
191941,20,HKY-13,SİVİL HAVA ARACI KAZA VEYA CİDDİ OLAYLARINI ARAŞTIRMA VE İNCELEME YÖNETMELİĞİ (HKY-13),32007                                             ,2022-11-08T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/191941,
128759,20,,SİVİL HAVA ARAÇLARI ÜÇÜNCÜ ŞAHIS MALİ SORUMLULUK SİGORTASI HAKKINDA YÖNETMELİK,30136                                             ,2017-07-27T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/128759,
37311,20,,SİVİL HAVA VASITALARI TESCİL YÖNETMELİĞİ (SHD-T.34),12611                                             ,1967-06-02T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/37311,
37310,20,,SİVİL HAVACILIK İSTATİSTİKİ BİLGİLER YÖNETMELİĞİ(SHY-25),19041                                             ,1986-03-08T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/37310,
37607,20,,SOLAS VE MARPOL SÖZLEŞMELERİNE GÖRE BİLDİRİMLERE İLİŞKİN YÖNETMELİK,26256                                             ,2006-08-11T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/37607,
191067,20,,TAŞIMA İŞLERİ ORGANİZATÖRLÜĞÜ YÖNETMELİĞİ,31936                                             ,2022-08-27T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/191067,
38173,20,,TATVAN LİMAN YÖNETMELİĞİ,26660                                             ,2007-10-01T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/38173,
131214,20,,TCDD PERSONEL YÖNETMELİĞİNİN YÜRÜRLÜKTEN KALDIRILMASINA DAİR YÖNETMELİK,30152                                             ,2017-08-12T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/131214,
106376,20,,TCDD TAŞIMACILIK ANONİM ŞİRKETİ GENEL MÜDÜRLÜĞÜNÜN 4734 SAYILI KAMU İHALE KANUNUNUN 3/G MADDESİ UYARINCA YAPACAĞI MAL VE HİZMET ALIMLARINDA UYGULANACAK ESAS VE USULLER HAKKINDA YÖNETMELİK,30103                                             ,2017-06-21T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/106376,
190380,20,,TEHLİKELİ MADDE GÜVENLİK DANIŞMANLIĞI HİZMETLERİ HAKKINDA YÖNETMELİK,31870                                             ,2022-06-18T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/190380,
190551,20,,TEHLİKELİ MADDE GÜVENLİK DANIŞMANLIĞI VE TEHLİKELİ MAL TAŞIMACILIĞI SÜRÜCÜ EĞİTİMİ YÖNETMELİĞİ,31888                                             ,2022-07-06T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/190551,
73607,20,,TEHLİKELİ MADDE TAŞIYAN ARAÇ VE ÜST YAPILARIN TEKNİK MUAYENELERİ HAKKINDA YÖNETMELİK,29691                                             ,2016-04-21T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/73607,
57421,20,,TEHLİKELİ MADDELERİN DEMİRYOLU İLE TAŞINMASI HAKKINDA YÖNETMELİK,29418                                             ,2015-07-16T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/57421,
140860,20,,TEHLİKELİ MADDELERİN HAVAYOLUYLA TAŞINMASI HAKKINDA YÖNETMELİK,30390                                             ,2018-04-13T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/140860,
190381,20,,TEHLİKELİ MADDELERİN KARAYOLUYLA TAŞINMASI HAKKINDA YÖNETMELİK,31870                                             ,2022-06-18T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/190381,
183642,20,,TEHLİKELİ YÜKLERİN DENİZYOLUYLA TAŞINMASI VE YÜKLEME EMNİYETİ HAKKINDA YÖNETMELİK,31659                                             ,2021-11-14T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/183642,
58543,20,,TELGRAF HİZMETLERİ YÖNETMELİĞİNİN YÜRÜRLÜKTEN KALDIRILMASINA DAİR YÖNETMELİK,29466                                             ,2015-09-05T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/58543,
35436,20,,TELSİZ OPERATÖR YETERLİKLERİ VE SINAV YÖNETMELİĞİ,25482                                             ,2004-06-04T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/35436,
56698,20,,"TERSANE, TEKNE İMAL VE ÇEKEK YERİ HAKKINDA YÖNETMELİK",29400                                             ,2015-06-28T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/56698,
40231,20,,"TRAFİK İDARİ PARA CEZASI KARAR TUTANAKLARININ DÜZENLENMESİNDE, TAHSİLİNDE VE TAKİBİNDE UYGULANACAK USUL VE ESASLAR HAKKINDA YÖNETMELİK",27897                                             ,2011-04-06T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/40231,
95357,20,,TREN MAKİNİST YÖNETMELİĞİ,29935                                             ,2016-12-31T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/95357,
35515,20,,TÜRK SİLÂHLI KUVVETLERİ DALGIÇLIK YÖNETMELİĞİ,24462                                             ,2001-07-14T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/35515,
36812,20,,TÜRK TELEKOM PERSONELİ BİRİKTİRME VE YARDIM SANDIĞI GENEL YÖNETMELİĞİ,25252                                             ,2003-10-07T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/36812,
35437,20,,TÜRK ULUSLARARASI GEMİ SİCİLİ YÖNETMELİĞİ,24088                                             ,2000-06-23T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/35437,
167513,20,,TÜRKİYE HAVA MEYDANI YAPILARI DEPREM YÖNETMELİĞİ,31266                                             ,2020-10-06T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/167513,
167514,20,,TÜRKİYE KARAYOLLARI VE DEMİRYOLLARI TÜNELLERİ İLE DİĞER ZEMİN YAPILARI DEPREM YÖNETMELİĞİ,31266                                             ,2020-10-06T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/167514,
167515,20,,TÜRKİYE KIYI VE LİMAN YAPILARI DEPREM YÖNETMELİĞİ,31266                                             ,2020-10-06T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/167515,
167516,20,,TÜRKİYE KÖPRÜ DEPREM YÖNETMELİĞİ,31266                                             ,2020-10-06T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/167516,
83651,20,,TÜRKİYE VAGON SANAYİİ ANONİM ŞİRKETİ GENEL MÜDÜRLÜĞÜ AVANS VERME USUL VE ESASLARI HAKKINDA YÖNETMELİK,29883                                             ,2016-11-09T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/83651,
167517,20,,TÜRKİYE YALITIMLI VE SÖNÜMLEYİCİLİ KÖPRÜ VE VİYADÜKLER DEPREM YÖNETMELİĞİ,31266                                             ,2020-10-06T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/167517,
38031,20,,UÇAK MÜRETTEBATI BELGELERİNİN DÜZENLENMESİNE AİT ESASLAR HAKKINDA YÖNETMELİK,25151                                             ,2003-06-27T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/38031,
151131,20,,ULAŞIMDA ENERJİ VERİMLİLİĞİNİN ARTIRILMASINA İLİŞKİN USUL VE ESASLAR HAKKINDA YÖNETMELİK,30762                                             ,2019-05-02T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/151131,
179310,20,,ULAŞTIRMA HİZMETLERİ DENETİM YÖNETMELİĞİ,31500                                             ,2021-06-03T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/179310,
190482,20,,ULAŞTIRMA VE ALTYAPI BAKANLIĞI DİSİPLİN AMİRLERİ YÖNETMELİĞİ,31880                                             ,2022-06-28T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/190482,
74121,20,,ULAŞTIRMA VE ALTYAPI BAKANLIĞI DÖNER SERMAYE İŞLETMESİ YÖNETMELİĞİ,29718                                             ,2016-05-21T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/74121,
128760,20,,ULAŞTIRMA VE ALTYAPI BAKANLIĞI PERSONELİ GÖREVDE YÜKSELME VE UNVAN DEĞİŞİKLİĞİ YÖNETMELİĞİ,30136                                             ,2017-07-27T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/128760,
198657,20,,ULAŞTIRMA VE ALTYAPI BAKANLIĞI PİYASA GÖZETİMİ VE DENETİMİ YÖNETMELİĞİ,32270                                             ,2023-08-05T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/198657,
200099,20,,ULAŞTIRMA VE ALTYAPI BAKANLIĞI REHBERLİK VE TEFTİŞ BAŞKANLIĞI YÖNETMELİĞİ,32400                                             ,2023-12-15T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/200099,
151268,20,,ULAŞTIRMA VE ALTYAPI BAKANLIĞI ULAŞIM EMNİYETİ İNCELEME MERKEZİ BAŞKANLIĞI YÖNETMELİĞİ,30771                                             ,2019-05-11T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/151268,
163213,20,,ULAŞTIRMA VE HABERLEŞME ŞÛRASI YÖNETMELİĞİ,31152                                             ,2020-06-11T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/163213,
42139,20,,ULAŞTIRMA VE HABERLEŞME UZMANLIĞI İLE DENİZCİLİK UZMANLIĞI YÖNETMELİĞİ,28600                                             ,2013-03-27T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/42139,
45401,20,48810,"ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI HİZMET İÇİ EĞİTİM YÖNETMELİĞİ",                                                  ,0001-01-01T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/45401,
43183,20,,"ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI HUKUK MÜŞAVİRLİĞİ VE AVUKATLIK SINAV VE ATAMA YÖNETMELİĞİ",28910                                             ,2014-02-11T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/43183,
42972,20,,"ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI İNTERNET GELİŞTİRME KURULU YÖNETMELİĞİ",28851                                             ,2013-12-14T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/42972,
39302,20,,ULUSLARARASI EMNİYET YÖNETİMİ KODUNUN TÜRK BAYRAKLI GEMİLERE VE İŞLETMECİLERİNE UYGULANMASINA DAİR YÖNETMELİK,27389                                             ,2009-10-27T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/39302,
37948,20,,ULUSLARARASI GEMİ VE LİMAN TESİSİ GÜVENLİK KODU UYGULAMA YÖNETMELİĞİ,26468                                             ,2007-03-20T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/37948,
96450,20,,ÜCRETLİ KARAYOLLARINDA YABANCI PLAKALI ARAÇLARA AİT GEÇİŞ ÜCRETLERİ VE İDARİ PARA CEZALARININ TAHSİLİNE İLİŞKİN YÖNETMELİK,29982                                             ,2017-02-17T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/96450,
38245,20,,YOLCU GEMİLERİNİN EMNİYETİNE VE GEMİLERDEKİ YOLCULARIN KAYIT ALTINA ALINMASINAİLİŞKİN YÖNETMELİK,26728                                             ,2007-12-12T00:00:00,Kurum Yönetmeliği                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,https://kms.kaysis.gov.tr/Home/Goster/38245,
45371,4,B.11.0.KUG.0.00.17.007230-10951,2009/KUGM-01 SAYILI GENELGE,                                                  ,0001-01-01T00:00:00,Kurum Genelgesi                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/45371,
23597,4,B.11.0.KUG.0.00.17.00/230-9317,2011/KUGM-17/ARAÇ MUAYENE GENELGESİ,,0001-01-01T00:00:00,Kurum Genelgesi                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/23597,
45408,4,18529130-9586,2013/KDGM-10/MYB SAYILI GENELGE,                                                  ,0001-01-01T00:00:00,Kurum Genelgesi                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/45408,
45429,4,2009/06,BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞI'NIN 2009/06 SAYILI GENELGESİ,                                                  ,0001-01-01T00:00:00,Kurum Genelgesi                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/45429,
45425,4,2010/09,BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞI'NIN 2010/09 SAYILI GENELGESİ,                                                  ,0001-01-01T00:00:00,Kurum Genelgesi                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/45425,
54212,4,120858,BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞI'NIN 2010/4 SAYILI GENELGESİ,                                                  ,0001-01-01T00:00:00,Kurum Genelgesi                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/54212,
45419,4,B.02.1.DNM/0.61.010.06/30905,BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞININ 2011/41 SAYILI GENELGESİ,                                                  ,0001-01-01T00:00:00,Kurum Genelgesi                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/45419,
45422,4,2011/42,BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞININ 2011/42 SAYILI GENELGESİ,                                                  ,0001-01-01T00:00:00,Kurum Genelgesi                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/45422,
45434,4,2011/47,BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞI'NIN 2011/47 SAYILI GENELGESİ,                                                  ,0001-01-01T00:00:00,Kurum Genelgesi                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/45434,
45436,4,2011/48,BAŞBAKANLIK DENİZCİLİK MÜSTEŞARLIĞININ 2011/48 SAYILI GENELGESİ,                                                  ,0001-01-01T00:00:00,Kurum Genelgesi                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/45436,
45286,4,B.11.0.HGM.2.04-010.06.02/327,BAZ İSTASYONU GENELGESİ 2012,                                                  ,0001-01-01T00:00:00,Kurum Genelgesi                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/45286,
46132,4,B.02.1.DNM.0.06/141.02 23425,DENİZ ULAŞTIRMASI GENEL MÜDÜRLÜĞÜNÜN 2006/7 SAYILI GENELGESİ,                                                  ,0001-01-01T00:00:00,Kurum Genelgesi                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/46132,
45529,4,B.02.1.DNM.0.06/141.02 23425,DENİZ VE İÇSULAR DÜZENLEME GENEL MÜDÜRLÜĞÜ'NÜN 2006/7 SAYILI UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Kurum Genelgesi                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/45529,
53671,4,13428267.900/019,DIŞ İLİŞKİLER VE AVRUPA BİRLİĞİ GENEL MÜDÜRLÜĞÜNÜN GÖREV DAĞILIMI KONULU İÇ GENELGESİ,                                                  ,0001-01-01T00:00:00,Kurum Genelgesi                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/53671,
53690,4,3896,DIŞ İLİŞKİLER VE AVRUPA BİRLİĞİ GENEL MÜDÜRLÜĞÜNÜN İDARİ BİRİM KİMLİK KODLARI KONULU İÇ GENELGESİ,                                                  ,0001-01-01T00:00:00,Kurum Genelgesi                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/53690,
