hizmetId,hizmetAd,kurumHiyerarsik,detail_url
37450,Profesyonel Sualtıadamları Dalış Takımlarının Muayenesi ve Kontrollerinin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=37450
37456,Gemilerde Kullanılan Yangın Söndürme Sistemleri/Elemanları ile Can Kurtarma Araçları/Düzenekleri İçin Muayene ve Test Sertifikası Düzenleme Yetki Belgesinin Verilmesi/Vize Edilmesine Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=37456
37482,Gemilerde Kullanılan Yangın Söndürme Sistemleri/Elemanları ile Can Kurtarma Araçları/Düzenekleri İçin Muayene ve Test Sertifikası Düzenleme Yetkisi Olan Servis Sağlayıcılarının Denetlenmesine Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=37482
37486,Türk Limanlarına Uğrak Yapan Yabancı Bayraklı Gemilere Liman Devleti Kontrolü (PSC) Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=37486
37489,Yurt Dışına Çıkacak Türk Bayraklı Ticari Gemilere Ön Sürvey (Denetim) Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=37489
37490,Türk Bayraklı Gemilere Program Dışı Sürvey (Denetim) Yapılması İşlemleri,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=37490
37491,"Su Aracı Uygunluk Belgesinin Düzenlenerek Verilmesi, Yenilenmesi ve Vizesinin Yapılması",ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=37491
37520,Gemi Sanayi Veri Tabanı ve Üretici Kodu Başvurusu Tespit Raporu Düzenlenmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=37520
37525,Gemilere Muafiyet Belgesi Düzenlenmesine Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=37525
37526,"Gemilere Geçici veya Tam Süreli Emniyetli Yönetim Sertifikası (SMC) Verilmesi, Vizelenmesi veya Yenilenmesi İşlemlerinin Yapılması",ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=37526
37528,"Gemi İşleten Kuruluşlara Geçici veya Tam Süreli Uygunluk Belgesi (DoC) Verilmesi, Vize Edilmesi ve Yenilenmesine Dair İşlemler",ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=37528
42459,Tayfa ve Yardımcı Sınıf Gemiadamı Cüzdanı/Belgesinin Verilmesi veya Yenilenmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42459
42473,Gemilere Liman Çıkış Belgesi/İntikal İzin Belgesinin Verilmesine Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42473
42474,Zabitan Sınıfı Gemiadamlarına Yeterlilik Belgesi Verilmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42474
42478,Zabitan Sınıfı Gemiadamlarının Yeterlilik Belgelerinin Yenilenmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42478
42481,STCW (Deniz ve Seyir Güvenlik) Belgelerinin Verilmesi ve Belgelerin Yenilenmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42481
42493,Gemiadamı Deniz Hizmet Çizelgesi Düzenlemesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42493
42496,Gemilere ÖTV'siz Yakıt Alım Defterinin (YAD) Verilmesi ve Zayi Edilmesi Durumunda Yeniden Düzenlenmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42496
42498,Gemiadamı Cüzdan/Belgesinin Yenilenmesi Taleplerine Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42498
42499,Zayii ve Yıpranma Nedeniyle Gemiadamı Cüzdanı/Belgesi Yenilenmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42499
42501,İç Sularda Sefer Yapan Deniz Araçlarına Gemi Sevk Ve İdare Belgesi Verilmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42501
42509,Gemilerin ve Deniz Araçlarının Bağlama Kütüğüne Kayıt İşleminin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42509
42510,Gemiadamları Sınavlarına Girecek Olan Adayların Başvurularının Alınarak Gemiadamları Sınav Merkezi'ne (GASM) Sevk Edilmesine Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42510
42511,"Bağlama Kütüğünde Kayıtlı Teknelerin Satış, Nakil Ve Bilgi Değişikliği İşlenerek Ruhsat Verilmesine Dair İşlemler",ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42511
42515,Gemilerin ÖTV'siz Yakıt Alım Defterlerine Vize İşleminin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42515
42530,Gümrük Denetimine Tabi Gemilere Hizmet Verecek Deniz Araçlarına İzin Belgesi Verilmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42530
42551,Geminin Çıplak Kiralama Esasına Göre Yurt Dışına Kiralanması Nedeniyle Geminin Sicilden Geçici Olarak Silinmesi (Geçici Terkin Edilmesi) İşleminin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42551
42556,Gemilere Yanaşma İzni (Ordino Belgesi) Düzenlenmesine Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42556
42570,Seferden Men Kararlarının Uygulanmasına Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42570
42594,Yatların Seyir İzin Belgelerinin (Transitlog) Onaylanması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42594
42595,Gemilere ve Kıyı Tesisi İşletmelerine Uygulanan İdari Yaptırım Kararlarına Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42595
42596,Gemi Jurnali Tasdik İşleminin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42596
42597,Dalış İzni Verilmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42597
42956,"Türk Bayraklı Gemilerin Stabilite Bukleti, Plan ve Diğer Dökümanlarının Tasdik Edilmesine Dair İşlemler",ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=42956
84447,Yolcu Gemilerine Operasyonel Sınırlama Belgesi düzenlenmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=84447
84415,Sicile Kayıtlı Gemilere Sürekli Özet Kayıt Belgesi (CSR) verilmesi İşlemlerinin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=84415
51528,Gemi Sicil Kayıtlarında Yapılan Düzeltmelere Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=51528
51529,Gemi Siciline Atıf Yapılan Belge ile Gemi Sicil Kütük Kayıt Örneği (Sicil Kayıt Suretlerinin) Verilmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=51529
51546,Sicile Tescilli Gemi Üzerine İpotek Tesis Edilmesine Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=51546
51547,Gemi Kiralama Sözleşmelerinin (Mukavelelerinin) Sicile Şerh Edilmesi İşleminin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=51547
51549,Kıyı Tesisi İşletme İzni Verilmesine Yönelik Rapor Hazırlanması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=51549
43092,İlave Geçiş Şartlarına Tabi Boğaz Geçişi Yapacak Gemiler İçin Komisyon Oluşturularak Rapor Düzenlenmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=43092
84543,Römorkör Çeki Gücü Tespitine Yönelik Yapılan Çeki Testlerine Gözetim Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=84543
84548,Yedekli Seyir İşlemleri İçin Çeki İzni Verilmesine dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=84548
83966,Gemi veya Suaracı İnşa/Tadilat İzni Belgesi Düzenlenmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=83966
83986,Petrol Kirliliğinden Doğan Zararın Hukuki Sorumluluğu ile İlgili Sigorta veya Diğer Mali Teminat Sertifikası (CLC92) Belgesinin Verilmesine Dair İşlemler,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=83986
84038,2001 Gemi Yakıtlarından Kaynaklanan Petrol Kirliliği Zararının Hukuki Sorumluluğu Hakkında Uluslararası Sözleşme (BUNKER 2001) Sertifikasının Düzenlenmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=84038
101708,Balıkadam Gaz Karışım Yeterlilik Belgesi Talebi İşlemlerinin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=101708
90128,İthal Edilen Gemilerin Milli Gemi Siciline Veya Türk Uluslararası Gemi Siciline Tescil İşlemi Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=90128
90403,"Milli/Türk Uluslararası Gemi Sicilinde Tescilli İken  Yurtdışına Satılması Nedeniyle, Gemilerin Sicilden Silinmesi (Terkin Edilmesi) İşleminin Yapılması",ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=90403
90407,Türk Uluslararası Gemi Sicilinde Alım/Satım Taleplerine Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=90407
90411,Milli Gemi Sicilinde Kayıtlı Gemilerin Yurt İçinde Alım-Satım İşleminin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=90411
90423,Geçici Olarak Türk Bayrağı Çekmesine İzin Verilen Gemilere  Bayrak Şahadetnamesi Verilmesine Dair İşlemler,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=90423
90425,İnşa Halindeki Gemilere Mahsus Sicile Kayıtlı Gemilerin Yurt Dışına Satılması Nedeniyle Sicilden Silinmesi (Terkin Edilmesi) İşleminin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=90425
94667,İnşa  Halindeki Gemilere Mahsus Sicile Kayıtlı Gemilerin Yurt İçinde Alım/Satımı İşleminin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=94667
94635,Türk Uluslararası Gemi Siciline Veya Milli Gemi Siciline Tescilli Gemilerin Miras veya Mahkeme Kararı Yolu ile Tescil Edilmesi.,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=94635
94650,Bağlama Kütüğüne kayıtlı Gemilerin Miras veya Mahkeme Kararı Yolu ile İntikal Etmesi Halinde Yeni Sahibi Adına Tescil Edilmesi.,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=94650
94654,Bağlama Kütüğüne Kayıtlı Tekneler Üzerine Haciz ve  İpotek Kararlarının Şerh Edilmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=94654
84316,Gemilere Tonilato Belgesi Düzenlenmesine Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=84316
84324,Gemilere Yükleme Sınırı Belgesi Düzenlenmesi veya Vize Edilmesine Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=84324
84284,Yolcu Gemilerinin Yolcu Kapasitelerinin Arttırılmasına Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=84284
84273,Gemi veya Su Aracı İnşa veya Tadilat Takip Formunda Belirtilen Denetimlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=84273
84275,Gemi veya Su Araçlarının Genel Yerleşim Planının Onaylanması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=84275
98110,İlk Defa Amatör Denizci Belgesi Düzenlenmesine Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=98110
98113,Kısa Mesafe Telsiz Operatörü Belgesi Düzenlenmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=98113
98114,Amatör Denizci Belgesi Yenilenmesine Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=98114
98115,Kısa Mesafe Telsiz Operatör Belgesi Yenileme Taleplerine Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=98115
94684,Milli Gemi Sicilinde Kayıtlı İken Türk Uluslararası Gemi Siciline Naklen Tescil Edilecek Gemilere Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=94684
94685,Sicile Kayıtlı Bir Geminin Mahkeme Veya İcra Yolu ile Alınması Durumunda Alıcı Adına Sicillere Tescil Edilmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=94685
94686,Bağlama Kütüğüne Kayıtlı Gemilerin Silinmesine (Terkin Edilmesine) Dair İşlemler,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=94686
94689,Yabancı Bayraklı Gemilerin Cebri İcra Yolu İle Türk Vatandaşına Satılması Halinde Türk Uluslararası Gemi Siciline Veya Milli Gemi Siciline Tescil Edilmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=94689
94690,Geminin Kurtarılamayacak Şekilde Batması veya Tamir Kabul Etmez Hale Gelmesi Nedeniyle Sicilden Silinmesi (Terkin Edilmesi) İşleminin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=94690
