hizmetId,hizmetAd,kurumHiyerarsik,detail_url
95660,Gemilerin Sicil Kaydının Başka Limana Nakli  İşleminin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=95660
95663,Geminin Türk Bayrağı Çekme Hakkını Kaybetmesi Nedeniyle Sicilden Silinmesi (Terkin) İşleminin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=95663
101652,Kılavuz Kaptan Yeterlilik Belgesi Taleplerine Dair Başvuruların Kabulü,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=101652
101654,Kılavuz Kaptan Yeterlilik Belgesi Alabilmek İçin Staja Başvuru İşlemlerinin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=101654
101656,"Kılavuz Kaptan Adaylarının Temel Eğitim, Görev Başı Eğitimi ve Staj Sonrasında Kılavuz Kaptan Sınavına Sevki ve Kılavuz Kaptan Yeterlilik Belgesi Başvurularının Kabulü",ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=101656
101657,Birinci Sınıf Dalgıç Yeterlilik Belgesi Taleplerine Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=101657
101658,İkinci Sınıf Dalgıç Yeterlilik Belgesi Taleplerine Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=101658
101669,Balıkadam Yeterlilik Belgesi Taleplerine Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=101669
90427,Milli Gemi Siciline Tescili İhtiyari Olan Geminin Talep Üzerine Sicilden Silinmesi (Terkin Edilmesi) İşleminin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=90427
90429,Yurt İçinde veya Serbest Bölgelerde İnşası Tamamlanmış Gemilerin Milli Gemi Siciline veya Türk Uluslararası Gemi Siciline Tescil İşleminin Yapılması.,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=90429
90430,Gemilerin İnşa Halindeki Gemilere Mahsus Sicile Kayıt (Tescil) Edilmesine Dair İşlemler,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=90430
102689,Gemiadamı Sicil Kaydı Nakil Taleplerine Dair İşlemlerin Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > İSTANBUL BÖLGE LİMAN BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=102689
85897,"Demiryolu, Raylı Sistemler, Liman ve Havalimanı Projelerinin hazırlanması ve yapımının tamamlanması",ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. ENVER İSKURT) > ALTYAPI YATIRIMLARI GENEL MÜDÜRLÜĞÜ,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=85897
85977,"Demiryolu, Raylı Sistemler, Liman ve Havalimanı Projeleri İmar Planı Görüş Taleplerinin değerlendirilmesi",ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. ENVER İSKURT) > ALTYAPI YATIRIMLARI GENEL MÜDÜRLÜĞÜ,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=85977
85993,"Demiryolu, Raylı Sistemler, Liman ve Havalimanı Projeleri hakkındaki bilgi taleplerinin değerlendirilmesi",ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. ENVER İSKURT) > ALTYAPI YATIRIMLARI GENEL MÜDÜRLÜĞÜ,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=85993
96943,Evrensel Hizmet Kapsamında Haberleşme Altyapısı Kurulması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DR. ÖMER FATİH SAYAN) > HABERLEŞME GENEL MÜDÜRLÜĞÜ > EVRENSEL HİZMETLER DAİRESİ BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=96943
85812,Evrensel Hizmet Kapsamında Gerçekleştirilen Projelerin Net Maliyetinin Ödenmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DR. ÖMER FATİH SAYAN) > HABERLEŞME GENEL MÜDÜRLÜĞÜ > EVRENSEL HİZMETLER DAİRESİ BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=85812
92172,Tehlikeli Maddelerin Denizyolu ve İçsuyoluyla Taşınması Hususunda Mevzuat Hazırlanması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=92172
96364,"Gemi, Deniz ve İç Su Aracına, Sahibi Tarafından Sistemden İsim Alınması",ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=96364
118238,Deniz Gözetim Şirketi Yetki Belgesi Düzenlenmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=118238
118239,Deniz Gözetim Yetkilisi Tanıtım Belgesi Düzenlenmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=118239
118240,"IMDG Kod Kapsamında, IMDG Kod Eğitimi Yetki Belgesi ve Deniz Gözetimi Yetkilisi Eğitim Kuruluşu Yetki Belgesi Verilmesi",ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=118240
118241,"IMDG Kod Kapsamında Eğitici Belgeleri; IMDG Kod Eğitici Belgesi. CTU Kod Eğitici Belgesi,                                           
Deniz Gözetim Yetkilisi Eğitici Belgesi, Fumigasyon ve Gazdan Arındırma Eğitici Belgesi verilmesi",ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=118241
117611,Tehlikeli Yük Deniz Gözetim Yetkilisi (TYDGY) Kimlik Kartının Doğrulanması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=117611
83724,IMDG Kod Eğitimi Yetki Belgesi Başvurusu /Yenileme Başvurusu Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=83724
83730,IMDG Kod Eğitici Belgesi Başvurusu /Yenileme Başvurusu Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=83730
84052,Dolu Konteynerlerin Brüt Ağırlıklarının Tespiti için Yetki Belgesi Vermek,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=84052
92298,Uluslararası Denizcilik Katı Dökme Yükler Kodunda Bulunmayan Yüklerin Denizyoluyla Taşınması için Muafiyet Yazısı Vermek,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=92298
92200,Tehlikeli Madde Taşımacılığına İlişkin Uluslararası Toplantılara Katılmak,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=92200
117608,Barkodlu Tehlikeli Yük Deniz Gözetim Yetkilisi Kimlik Kartının Sorgulanması ve Düzenlenmesi (TYDGY Girişi),ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=117608
117609,Barkodlu Tehlikeli Yük Deniz Gözetim Yetkilisi Kimlik Kartının Sorgulanması ve Düzenlenmesi (Gerçek Kişi İşletme Girişi),ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=117609
117610,Barkodlu Tehlikeli Yük Deniz Gözetim Yetkilisi Kimlik Kartının Sorgulanması ve Düzenlenmesi (Tüzel Kişi İşletme Girişi),ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=117610
117566,Tehlikeli Yük Uygunluk Belgesi (TYUB) Başvurusu Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=117566
110431,Doğrulanmış Brüt Ağırlık (DBA) Belgesinin Doğrulanması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=110431
110432,Tehlikeli Madde Uygunluk Belgesi (TMUB) Sahibi Kıyı Tesislerinin Belgelerinin Sorgulanması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=110432
90866,Deniz Gözetim Yetkilisi Eğitim Kuruluşu Yetki Belgesi Vermek,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=90866
90870,Deniz Gözetim Yetkilisi Eğitici Belgesi Vermek,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=90870
83408,Tehlikeli Yük Deniz Gözetim Yetki Belgesi Başvurusu /Yenileme Başvurusu Yapılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=83408
83437,Kıyı Tesisi Tehlikeli Madde Uygunluk Belgesi Verilmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=83437
99411,Belediyelere Bağlama Kütüğü Tutma Yetkisi Verilmesi İşlemi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=99411
99412,Mal Varlığı Araştırmaları,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > DENİZYOLU YÜK TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=99412
117573,Elektronik tutanakların doğrulanması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > ULAŞTIRMA HİZMETLERİ DÜZENLEME GENEL MÜDÜRLÜĞÜ > ARAÇ MUAYENE VE DENETİM DAİRESİ BAŞKANLIĞI > DENETİM BİLGİ TEKNOLOJİLERİ ŞUBESİ,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=117573
117580,Elektronik tutanakların sorgulanması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > ULAŞTIRMA HİZMETLERİ DÜZENLEME GENEL MÜDÜRLÜĞÜ > ARAÇ MUAYENE VE DENETİM DAİRESİ BAŞKANLIĞI > DENETİM BİLGİ TEKNOLOJİLERİ ŞUBESİ,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=117580
83710,Denizdibi Tarama Yetki Belgesi Verilmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜ > GENEL MÜDÜR YARDIMCILIĞI 1 > DENİZ DİBİ TARAMA DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=83710
85269,Denizdibi Tarama Ön İzni Verilmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜ > GENEL MÜDÜR YARDIMCILIĞI 1 > DENİZ DİBİ TARAMA DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=85269
84027,Emniyet Yetkilendirmesi Belgesi Verilmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > ULAŞTIRMA HİZMETLERİ DÜZENLEME GENEL MÜDÜRLÜĞÜ > DEMİRYOLU SERTİFİKASYON DAİRESİ BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=84027
83663,DB1 – Yolcu Tren İşletmecisi Yetki Belgesi Verilmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > ULAŞTIRMA HİZMETLERİ DÜZENLEME GENEL MÜDÜRLÜĞÜ > DEMİRYOLU SERTİFİKASYON DAİRESİ BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=83663
94656,"Demiryolu İşletmeciliği Yetki Belgesi Firma Sorgulama, Doğrulama",ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > ULAŞTIRMA HİZMETLERİ DÜZENLEME GENEL MÜDÜRLÜĞÜ > DEMİRYOLU SERTİFİKASYON DAİRESİ BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=94656
92884,Demiryolu İşletmecileri EYS Denetlemesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > ULAŞTIRMA HİZMETLERİ DÜZENLEME GENEL MÜDÜRLÜĞÜ > DEMİRYOLU SERTİFİKASYON DAİRESİ BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=92884
92894,DDGM Emniyet Faaliyetleri Yıllık Raporu Hazırlanması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > ULAŞTIRMA HİZMETLERİ DÜZENLEME GENEL MÜDÜRLÜĞÜ > DEMİRYOLU SERTİFİKASYON DAİRESİ BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=92894
92864,Demiryolu İşletmecilerinin Denetlenmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > ULAŞTIRMA HİZMETLERİ DÜZENLEME GENEL MÜDÜRLÜĞÜ > DEMİRYOLU SERTİFİKASYON DAİRESİ BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=92864
84888,DB2 - Yük Tren İşletmecisi Yetki Belgesi Verilmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > ULAŞTIRMA HİZMETLERİ DÜZENLEME GENEL MÜDÜRLÜĞÜ > DEMİRYOLU SERTİFİKASYON DAİRESİ BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=84888
83637,Emniyet Sertifikası Belgesi Verilmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > ULAŞTIRMA HİZMETLERİ DÜZENLEME GENEL MÜDÜRLÜĞÜ > DEMİRYOLU SERTİFİKASYON DAİRESİ BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=83637
84848,DF - Komisyoncu Yetki Belgesi Verilmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > ULAŞTIRMA HİZMETLERİ DÜZENLEME GENEL MÜDÜRLÜĞÜ > DEMİRYOLU SERTİFİKASYON DAİRESİ BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=84848
84860,DC - Gar veya İstasyon İşletmecisi Yetki Belgesi Verilmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > ULAŞTIRMA HİZMETLERİ DÜZENLEME GENEL MÜDÜRLÜĞÜ > DEMİRYOLU SERTİFİKASYON DAİRESİ BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=84860
84841,DE - Acente Yetki Belgesi Verilmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > ULAŞTIRMA HİZMETLERİ DÜZENLEME GENEL MÜDÜRLÜĞÜ > DEMİRYOLU SERTİFİKASYON DAİRESİ BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=84841
41654,Limanlarda Yapılan Gemi Denetimlerine İlişkin İtirazların Değerlendirilmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > GEMİ DENETİM VE İÇSU TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=41654
41886,KAMERA İLE SUALTI SÖRVEY YAPMA YETKİ BELGESİNİN VERİLMESİ,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > GEMİ DENETİM VE İÇSU TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=41886
41893,SAC KALINLIK ÖLÇÜM YETKİ BELGESİNİN VERİLMESİ,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > GEMİ DENETİM VE İÇSU TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=41893
85270,BAYRAK DEVLETİ ADINA HAREKET EDECEK KURULUŞLARA YETKİLENDİRİLME YAPILMASI,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > GEMİ DENETİM VE İÇSU TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=85270
85344,Ulusal veya uluslararası sefer yapan gemilerin talep ettikleri muafiyetlere ilişkin uygulamaya ilişkin görüş verilmesi,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. SELİM DURSUN) > DENİZCİLİK GENEL MÜDÜRLÜĞÜ > GEMİ DENETİM VE İÇSU TAŞIMACILIĞI DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=85344
83617,Gemi ve Su Araçlarının Tonilatolarını Ölçme Usul ve Esaslarının Belirlenmesi.,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜ > GENEL MÜDÜR YARDIMCILIĞI 2 > DENİZ ENDÜSTRİSİ DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=83617
37499,Gezi Tekneleri ve Kişisel Deniz Taşıtlarına Yönelik Piyasa Gözetimi ve Denetiminin Yaptırılması,ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜ > GENEL MÜDÜR YARDIMCILIĞI 2 > DENİZ ENDÜSTRİSİ DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=37499
40127,Gezi Tekneleri ve Kişisel Deniz Taşıtları Kapsamındaki Ürünler İçin Onaylanmış Kuruluşların Yetkilendirilmesi (Onaylanmış Kuruluşlar Listesi),ULAŞTIRMA VE ALTYAPI BAKANLIĞI > BAKAN YARDIMCILIĞI (SN. DURMUŞ ÜNÜVAR) > TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜ > GENEL MÜDÜR YARDIMCILIĞI 2 > DENİZ ENDÜSTRİSİ DAİRE BAŞKANLIĞI,https://envanter.kaysis.gov.tr/HizmetDetay.aspx?ID=40127
